"","date","bitcoin","ripple","ethereum"
"917","Aug 19, 2015",226.68,0.007758,1.26
"918","Aug 18, 2015",211.08,0.007552,1.09
"919","Aug 17, 2015",257.98,0.008301,1.2
"920","Aug 16, 2015",258.51,0.008315,1.57
"921","Aug 15, 2015",261.55,0.00842,1.69
"922","Aug 14, 2015",265.68,0.008337,1.83
"923","Aug 13, 2015",264.08,0.008147,1.83
"924","Aug 12, 2015",266.38,0.008271,1.22
"925","Aug 11, 2015",270.39,0.008591,1.07
"926","Aug 10, 2015",264.47,0.00875,0.708448
"927","Aug 09, 2015",265.08,0.008808,0.701897
"928","Aug 08, 2015",261,0.008476,0.753325
"929","Aug 07, 2015",279.58,0.008152,2.77
